hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,inpatient_beds_used_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,inpatient_beds_used_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,inpatient_beds_used_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18-19_7_day_sum,previous_day_admission_adult_covid_confirmed_20-29_7_day_sum,previous_day_admission_adult_covid_confirmed_30-39_7_day_sum,previous_day_admission_adult_covid_confirmed_40-49_7_day_sum,previous_day_admission_adult_covid_confirmed_50-59_7_day_sum,previous_day_admission_adult_covid_confirmed_60-69_7_day_sum,previous_day_admission_adult_covid_confirmed_70-79_7_day_sum,previous_day_admission_adult_covid_confirmed_80+_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ED_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18-19_7_day_sum,previous_day_admission_adult_covid_suspected_20-29_7_day_sum,previous_day_admission_adult_covid_suspected_30-39_7_day_sum,previous_day_admission_adult_covid_suspected_40-49_7_day_sum,previous_day_admission_adult_covid_suspected_50-59_7_day_sum,previous_day_admission_adult_covid_suspected_60-69_7_day_sum,previous_day_admission_adult_covid_suspected_70-79_7_day_sum,previous_day_admission_adult_covid_suspected_80+_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ED_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,geocoded_hospital_address,hhs_ids,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_personnel_covid_vaccinated_doses_administered_7_day,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day,is_corrected
282002,2020/10/30,NE,282002,SELECT SPECIALTY HOSPITAL - LINCOLN,2300 SOUTH 16TH STREET - 7TH FLOOR,LINCOLN,68502,Long Term,31109,true,24,24,24,19.4,19.4,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,168,168,168,136,136,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-96.699047 40.790004),[C282002-A],7,7,7,7,,,,,,,false
452056,2020/08/21,TX,452056,PAM  SPECIALTY HOSPITAL OF VICTORIA SOUTH,506 EAST SAN ANTONIO STREET  3RD FLOOR,VICTORIA,77901,Long Term,48469,true,27.9,27.9,25.6,22.1,22.1,13,13,13,0,0,25.6,7.4,7.4,6.7,6.7,5.3,5.3,,,,195,195,179,155,155,91,91,91,0,0,179,52,52,47,47,37,37,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999,0,0,0,0,0,-999999,0,0,0,-999999,-999999,0,0,0,0,0,0,0,0,0,0,0,18,,POINT (-96.998409 28.807646),[C452056-A],7,7,7,7,,,,,,,false
130074,2021/10/29,ID,130074,"IDAHO FALLS COMMUNITY HOSPITAL, LLC",2327 CORONADO ST,IDAHO FALLS,83404,Short Term,16019,true,50,50,50,38.3,38.3,20,20,20,0,0,50,11.4,11.4,10.9,10.9,9.3,9.3,0,0,0,350,350,350,268,268,140,140,140,0,0,350,80,80,76,76,65,65,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15,0,0,-999999,-999999,-999999,-999999,-999999,5,0,0,85,0,0,0,0,0,0,0,0,0,0,0,451,0,POINT (-111.98787 43.472522),[C130074-A],7,7,7,7,,,,,,,false
450176,2021/02/05,TX,450176,MISSION REGIONAL MEDICAL CENTER,900 SOUTH BRYAN ROAD,MISSION,78572,Short Term,48215,true,264.1,264.1,232.1,134,134,39.4,39,38.6,-999999,0,232.1,20,20,18.3,18.3,11,11,-999999,0,0,1849,1849,1625,938,938,276,273,270,-999999,0,1625,140,140,128,128,77,77,9,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,26,-999999,4,-999999,5,-999999,5,-999999,4,0,0,156,0,0,0,0,0,0,0,0,0,0,-999999,405,0,POINT (-98.312668 26.196599),[C450176-A],7,7,7,7,,,,,,,false
320085,2021/01/29,NM,320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE,LAS CRUCES,88011,Short Term,35013,true,168.6,140.1,140.1,143.4,130.1,26,26,26,0,0,168.6,22,22,22,22,8.9,8.9,0,0,0,1180,981,981,1004,911,182,182,182,0,0,1180,154,154,154,154,62,62,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,18,-999999,0,0,-999999,-999999,-999999,4,5,0,0,38,0,0,0,0,0,0,0,0,0,0,0,788,0,POINT (-106.728271 32.322657),[C320085-A],7,7,7,7,,,,,,,false
320003,2021/01/08,NM,320003,ALTA VISTA REGIONAL HOSPITAL,104 LEGION DRIVE,LAS VEGAS,87701,Short Term,35047,true,25.7,23.7,13.4,9.9,9.9,-999999,-999999,-999999,0,0,16.6,-999999,-999999,-999999,-999999,-999999,0,0,0,0,180,166,94,69,69,21,21,13,0,0,116,6,6,-999999,-999999,-999999,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,-999999,0,0,-999999,0,-999999,0,0,0,29,10,0,0,-999999,0,0,-999999,8,0,0,0,173,0,POINT (-105.209989 35.622091),[C320003-A],7,7,7,7,,,,,,,false
300014,2022/02/04,NH,300014,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,ROCHESTER,03867,Short Term,33017,true,85,85,68,32.6,32.6,-999999,-999999,-999999,0,0,68,6,6,4,4,-999999,-999999,0,0,0,595,595,476,228,228,13,13,13,0,0,476,42,42,28,28,4,4,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,0,0,0,0,0,0,0,5,0,0,-999999,0,0,0,0,0,0,0,0,-999999,0,0,0,POINT (-70.961195 43.298189),[C300014-A],7,7,7,7,,,,,,,false
520044,2020/08/28,WI,520044,ST NICHOLAS HOSPITAL,3100 SUPERIOR AVE,SHEBOYGAN,53081,Short Term,55117,true,95,95,67,20,18.9,-999999,-999999,-999999,0,0,67,12,12,-999999,-999999,-999999,-999999,,,,665,665,469,140,132,23,23,14,0,0,469,84,84,13,13,4,4,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999,0,0,0,0,0,0,0,-999999,0,0,20,9,0,0,-999999,0,-999999,-999999,-999999,5,0,0,210,,POINT (-87.748617 43.761106),[C520044-A],7,7,7,7,,,,,,,false
250085,2021/03/26,MS,250085,MARION GENERAL HOSPITAL,1560 SUMRALL RD,COLUMBIA,39429,Short Term,28091,false,38,38,28,18.9,18.9,-999999,-999999,-999999,0,0,28,0,0,0,0,0,0,0,0,0,266,266,196,132,132,-999999,-999999,-999999,0,0,196,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,-999999,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,211,0,POINT (-89.806272 31.256525),[C250085-A],7,7,7,7,-999999,66,41,38,5,111,false
241322,2020/08/28,MN,241322,RAINY LAKE MEDICAL CENTER,1400 HIGHWAY 71,INTERNATIONAL FALLS,56649,Critical Access Hospitals,27071,false,25,25,25,-999999,-999999,0,0,0,0,0,25,0,0,0,0,0,0,,,,175,175,175,24,24,0,0,0,0,0,175,0,0,0,0,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,102,,POINT (-93.430559 48.594091),[C241322-A],7,7,7,7,,,,,,,false
190004,2021/02/26,LA,190004,THIBODAUX REGIONAL MEDICAL CENTER,602 N ACADIA ROAD,THIBODAUX,70301,Short Term,22057,true,104.1,98.1,98.1,74.7,71.7,-999999,-999999,-999999,0,0,104.1,26.6,20.6,20.1,17.1,-999999,-999999,0,0,0,729,687,687,523,502,23,23,23,0,0,729,186,144,141,120,12,12,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,4,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,588,0,POINT (-90.806463 29.780225),[C190004-A],7,7,7,7,12,600,10,600,480,0,false
330219,2020/09/25,NY,330219,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,14215,Short Term,36029,true,573,573,518,470.7,470.7,8.8,8.8,8.7,0,0,518,46,46,36.5,36.5,-999999,-999999,,,,3438,3438,3108,2824,2824,53,53,52,0,0,3108,276,276,219,219,5,5,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,-999999,0,0,0,0,0,-999999,-999999,-999999,0,0,0,-999999,0,0,-999999,0,0,-999999,0,0,0,0,1206,,POINT (-78.829151 42.927175),[C330219-A],6,6,6,6,,,,,,,false
390228,2022/01/21,PA,390228,ST CLAIR HOSPITAL,1000 BOWER HILL ROAD,PITTSBURGH,15243,Short Term,42003,true,329,303,257,202.4,200.3,55.3,55.3,55.3,0,0,286,34,34,23.3,23.3,-999999,-999999,0,0,0,2303,2121,1799,1417,1402,387,387,387,0,0,2002,238,238,163,163,16,16,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,46,0,-999999,-999999,-999999,6,8,15,11,0,0,64,0,0,0,0,0,0,0,0,0,,0,917,0,POINT (-80.066806 40.376879),[C390228-A],7,7,7,7,10,222,149,1904,-999999,-999999,false
450324,2021/04/09,TX,450324,TEXOMA MEDICAL CENTER,5016 S US HIGHWAY 75,DENISON,75020,Short Term,48181,true,336.9,319.7,319,332.7,315.7,9,9,9,0,0,336.1,47.9,47.9,47.9,47.9,-999999,-999999,0,0,0,2358,2238,2233,2329,2210,63,63,63,0,0,2353,335,335,335,335,16,16,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,-999999,-999999,0,-999999,-999999,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,1182,0,POINT (-96.586956 33.711133),[C450324-A],7,7,7,7,,,,,,,false
030117,2021/10/29,AZ,030117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,FORT MOHAVE,86426,Short Term,04015,true,68,68,58,26.4,26.4,-999999,-999999,-999999,0,0,58,4.1,4.1,-999999,-999999,-999999,-999999,0,0,0,476,476,406,185,185,27,27,20,0,0,406,29,29,17,17,12,12,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,-999999,-999999,0,0,0,0,46,-999999,0,0,0,0,0,-999999,-999999,0,0,0,415,0,POINT (-114.597956 35.002675),[C030117-A],7,7,7,7,0,0,0,0,0,0,false
718456ab442d5f84683cd24a06376fcd58d33961727e082bf99a4068a256eda7,2021/01/29,CA,,Santa Paula Hospital,825 N 10th St,Santa Paula,93061,Short Term,06111,true,45,32,32,15.6,15.6,8.9,8.9,8.6,0,0,45,5.6,5.6,4.6,4.6,-999999,-999999,0,0,0,315,224,224,109,109,62,62,60,0,0,315,39,39,32,32,9,9,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,0,0,0,0,-999999,5,-999999,0,0,0,55,-999999,0,0,0,0,0,-999999,0,0,0,0,193,0,POINT (-119.065609 34.365874),,7,7,7,7,51,122,252,218,0,0,false
450678,2021/08/20,TX,450678,WHITE ROCK MEDICAL CENTER,9440 POPPY DR,DALLAS,75218,Short Term,48113,true,94.9,94.9,86.3,85,85,38.3,38.3,32,0,0,86.3,22,22,22,22,16.6,16.3,,,,664,664,604,595,595,268,268,224,0,0,604,154,154,154,154,116,114,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,40,0,-999999,11,6,7,9,8,-999999,0,0,217,56,0,-999999,10,6,13,12,7,6,0,0,704,,POINT (-96.705625 32.835305),"[C450678-A, C450678-B]",7,7,7,7,,,,,,,true
161309,2020/08/28,IA,161309,CHI HEALTH MISSOURI VALLEY,631 N 8TH ST,MISSOURI VALLEY,51555,Critical Access Hospitals,19085,true,11.1,11.1,11.1,7.6,7.6,-999999,-999999,-999999,0,0,11.1,0,0,0,0,0,0,,,,78,78,78,53,53,11,11,11,0,0,78,0,0,0,0,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999,0,0,0,0,0,-999999,0,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,61,,POINT (-95.885108 41.563246),[C161309-A],7,7,7,7,,,,,,,false
161377,2020/12/18,IA,161377,MERCYONE CENTERVILLE MEDICAL CENTER,ONE ST JOSEPH'S DRIVE,CENTERVILLE,52544,Critical Access Hospitals,19007,false,11.7,11.7,11.7,9.1,9.1,-999999,-999999,-999999,0,0,11.7,0,0,-999999,-999999,0,0,0,0,0,82,82,82,64,64,-999999,-999999,-999999,0,0,82,0,0,9,9,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,0,-999999,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,74,0,,[C161377-A],7,7,7,7,,,,,,,false
102030,2021/07/30,FL,102030,SELECT SPECIALTY HOSPITAL DAYTONA BEACH,301 MEMORIAL MEDICAL PARKWAY,DAYTONA BEACH,32117,Long Term,12127,true,34,34,34,33.1,33.1,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,238,238,238,232,232,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-81.1093 29.24275),[C102030-A],7,7,7,7,,,,,,,false
111328,2021/05/07,GA,111328,PHOEBE WORTH MEDICAL CENTER,807 SOUTH ISABELLA STREET,SYLVESTER,31791,Critical Access Hospitals,13321,true,31,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,181,0,POINT (-83.840673 31.512386),[C111328-A],7,7,7,7,0,0,0,0,0,0,false
281303,2021/03/12,NE,281303,NIOBRARA VALLEY HOSPITAL,"P O BOX 118, 401 SOUTH 5TH STREET",LYNCH,68746,Critical Access Hospitals,31015,false,7,7,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,49,49,42,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999999,0,,[C281303-A],7,7,7,7,0,7,-999999,23,0,0,false
140137,2021/12/10,IL,140137,HSHS HOLY FAMILY HOSPITAL,200 HEALTH CARE DR,GREENVILLE,62246,Short Term,17005,true,38,38,38,5.1,5.1,-999999,-999999,-999999,0,0,38,0,0,0,0,0,0,0,0,0,266,266,266,36,36,5,5,-999999,0,0,266,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,POINT (-89.408675 38.902071),[C140137-A],7,7,7,7,,,,,,,false
340173,2021/07/09,NC,340173,WAKEMED,1900 KILDARE FARM ROAD,CARY,27518,Short Term,37183,true,225,170,170,168.1,165.9,5,5,5,0,0,178,12,12,11.6,11.6,-999999,-999999,0,0,0,1575,1190,1190,1177,1161,35,35,35,0,0,1246,84,84,81,81,22,22,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,377,4,0,0,-999999,0,-999999,-999999,0,0,0,0,1422,0,POINT (-78.780101 35.741076),[C340173-A],7,7,7,7,,,,,,,false
021307,2021/06/04,AK,021307,CORDOVA COMMUNITY MEDICAL CENTER,PO BOX 160 - 602 CHASE AVENUE,CORDOVA,99574,Critical Access Hospitals,02080,false,13,13,13,-999999,-999999,-999999,-999999,0,0,0,13,0,0,0,0,0,0,0,0,0,91,91,91,14,14,-999999,-999999,0,0,0,91,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,-999999,-999999,0,0,0,0,-999999,0,0,0,0,0,9,0,,[C021307-A],7,7,7,7,-999999,10,65,66,14,54,false
301310,2021/05/07,NH,301310,ANDROSCOGGIN VALLEY HOSPITAL,59 PAGE HILL ROAD,BERLIN,03570,Critical Access Hospitals,33007,true,25,25,25,17.6,17.6,-999999,-999999,-999999,0,0,25,5,5,-999999,-999999,0,0,0,0,0,175,175,175,123,123,6,6,6,0,0,175,35,35,18,18,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,167,0,POINT (-71.156548 44.487099),[C301310-A],7,7,7,7,-999999,96,335,334,0,0,false
100291,2022/03/04,FL,100291,STEWARD REGIONAL MEDICAL CENTER,250 NORTH WICKHAM ROAD,MELBOURNE,32935,Short Term,12009,true,108,108,96,61.4,61.4,-999999,-999999,-999999,0,0,96,12.7,12.7,11.9,11.9,-999999,-999999,0,0,0,756,756,672,430,430,27,27,24,0,0,672,89,89,83,83,5,4,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,428,0,POINT (-80.672612 28.109466),[C100291-A],7,7,7,7,,,,,,,false
670073,2020/09/18,TX,670073,METHODIST HOSPITAL FOR SURGERY,17101 DALLAS PARKWAY,ADDISON,75001,Short Term,48113,true,39.7,39.7,39.7,25.1,25.1,0,0,0,0,0,39.7,-999999,-999999,-999999,-999999,0,0,,,,278,278,278,176,176,0,0,0,0,0,278,26,26,13,13,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,,POINT (-96.828818 32.985131),[C670073-A],7,7,7,7,,,,,,,false
171357,2020/10/09,KS,171357,HILLSBORO COMMUNITY HOSPITAL,101 INDUSTRIAL ROAD,HILLSBORO,67063,Critical Access Hospitals,20115,false,15,14,7,6.8,6.8,0,0,0,0,0,7,0,0,0,0,0,0,,,,90,84,42,41,41,0,0,0,0,0,42,0,0,0,0,0,0,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,,POINT (-97.187589 38.361739),[C171357-A],6,6,6,6,,,,,,,false
140186,2020/07/31,IL,140186,RIVERSIDE MEDICAL CENTER,350 N WALL ST,KANKAKEE,60901,Short Term,17091,true,387,387,,167.7,152.1,14.6,14.6,5,0,0,330,31,,12.1,12.1,-999999,-999999,,,,2709,2709,,1174,1065,102,102,35,0,0,2310,217,,85,85,20,11,,,,7,7,0,7,7,7,7,7,7,7,7,7,0,7,7,7,7,0,0,0,6,0,-999999,-999999,0,-999999,-999999,-999999,-999999,0,-999999,21,19,0,0,-999999,-999999,-999999,6,-999999,-999999,-999999,0,666,,POINT (-87.882697 41.124241),[C140186-A],7,7,7,6,,,,,,,false
450670,2022/02/11,TX,450670,HCA HOUSTON HEALTHCARE TOMBALL,605 HOLDERRIETH,TOMBALL,77375,Short Term,48201,true,165,165,161.9,160,160,12,12,11.3,0,0,161.9,16.4,16.4,16.1,17,-999999,-999999,0,0,-999999,1155,1155,1133,1120,1120,84,84,79,0,0,1133,115,115,113,119,18,17,0,0,-999999,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,0,-999999,0,-999999,0,-999999,-999999,-999999,-999999,0,27,-999999,0,0,0,0,0,0,-999999,0,0,0,449,0,POINT (-95.624195 30.088211),"[C450670-A, C450670-B]",7,7,7,7,,,,,,,true
161330,2021/10/01,IA,161330,AUDUBON COUNTY MEMORIAL HOSPITAL,515 PACIFIC AVENUE,AUDUBON,50025,Critical Access Hospitals,19009,false,12,12,12,-999999,-999999,-999999,-999999,-999999,0,0,12,0,0,0,0,0,0,0,0,0,84,84,84,22,22,-999999,-999999,-999999,0,0,84,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,-999999,0,0,0,0,0,0,0,-999999,0,0,26,0,POINT (-94.937027 41.714841),[C161330-A],7,7,7,7,,,,,,,false
260200,2020/09/04,MO,260200,SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS,100 MEDICAL PLAZA,LAKE SAINT LOUIS,63367,Short Term,29183,true,,,,,,13.4,13.3,8.3,-999999,0,,10,10,8.4,8.4,-999999,-999999,,,,,,,,,94,93,58,-999999,0,,70,70,59,59,17,13,,,,0,0,0,0,0,7,7,7,7,7,0,7,7,7,7,7,7,0,0,0,-999999,0,0,0,0,0,0,-999999,-999999,0,0,67,23,0,-999999,-999999,-999999,4,4,6,5,0,0,681,,POINT (-90.774767 38.803077),[C260200-A],7,7,7,7,,,,,,,false
340064,2021/11/26,NC,340064,WILKES REGIONAL MEDICAL CENTER,1370 WEST D ST,NORTH WILKESBORO,28659,Short Term,37193,true,114,114,114,63.6,63.6,7.3,7.3,7.3,0,0,114,8,8,7.6,7.6,-999999,-999999,0,0,0,798,798,798,445,445,51,51,51,0,0,798,56,56,53,53,17,17,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,4,0,0,0,0,0,-999999,-999999,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,526,0,POINT (-81.157223 36.158393),[C340064-A],7,7,7,7,,,,,,,false
340131,2021/03/19,NC,340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,28560,Short Term,37049,true,381,304,304,200.4,200.4,0,0,13.6,0,0,309,23,23,11.6,11.6,0,-999999,0,0,0,2667,2128,2128,1403,1403,0,0,95,0,0,2163,161,161,81,81,0,22,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999,-999999,-999999,4,-999999,-999999,0,0,388,0,0,0,0,0,0,0,0,0,0,0,1055,0,POINT (-77.067866 35.112739),[C340131-A],7,7,7,7,,,,,,,false
361306,2020/08/21,OH,361306,MERCY HEALTH-ALLEN HOSPITAL,200 WEST LORAIN STREET,OBERLIN,44074,Critical Access Hospitals,39093,true,31.9,30.1,29.6,16.1,16.1,-999999,-999999,0,0,0,31.3,7.7,7.7,0,0,0,0,,,,223,211,207,113,113,5,5,0,0,0,219,54,54,0,0,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,-999999,-999999,-999999,0,0,0,0,0,-999999,-999999,484,,POINT (-82.224298 41.294219),[C361306-A],7,7,7,7,,,,,,,false
501332,2020/10/09,WA,501332,TRI-STATE MEMORIAL HOSPITAL,1221 HIGHLAND AVENUE,CLARKSTON,99403,Critical Access Hospitals,53003,true,35,35,25,14.4,14.4,-999999,-999999,-999999,0,0,25,4,4,-999999,-999999,-999999,-999999,,,,245,245,175,101,101,5,5,-999999,0,0,175,28,28,27,27,-999999,-999999,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999,0,0,0,0,0,0,-999999,0,0,0,28,-999999,-999999,0,0,0,0,0,-999999,-999999,0,0,248,,POINT (-117.054507 46.40364),[C501332-A],7,7,7,7,,,,,,,false
